title,cpc_i,asignee,filing_date,patent_no,relevancy,category
UNMANNED AERIAL VEHICLES CAPABLE OF ENVIRONMENTAL INTERACTION,B64U50/19;G05D1/102;G05D1/101;B64C29/0025;B64U10/13;B64U30/297,Purdue Research Foundation,2018-08-23,20190061933,67.114845,Aviation
"Method and Apparatus for Planning Navigation Region of Unmanned Aerial Vehicle, and Remote Control",G08G5/006;G08G5/0069;G06T7/162;G08G5/0013;G01C11/02;B64C39/024;G08G5/0026;G08G5/0086;G06T7/187;G06T7/60;G08G5/0034,Unknown,2018-08-23,20200265725,63.49373,Aviation
UNMANNED AERIAL VEHICLE BOOSTERS,B64C39/024;B64U10/14,Unknown,2018-08-22,20200062387,73.47614,Aviation
Unmanned Aerial Vehicle Assisted System for Vehicle Reverse and Parking,G08G5/045;B60W30/06;G06Q10/0833;G08G1/166;G08G1/0175;G08G5/0069;G01C21/3685;G08G1/143;G05D1/0094;G01C21/3407;G06Q10/02;G08G1/168;G06Q10/0832;G08G1/146;G05D1/0276;G08G1/012;G05D1/0212;G08G1/144;G08G5/0013,"Continental Automotive Systems, Inc.",2018-08-22,20190066503,65.14637,Aviation
PRECISION LANDING SYSTEM FOR UNMANNED AERIAL VEHICLES AND UTILIZATION THEREOF,G05D1/101;B64D1/22;B64C39/024;G05D1/12;G01S1/7032;G05D1/0676;G05D1/0022;G05D1/0094;G01S1/70,"Ford Global Technologies, LLC",2018-08-22,20200062389,65.03757,Aviation
"EXECUTION STATUS INDICATION METHOD, APPARATUS, AND UNMANNED AERIAL VEHICLE",B64C39/024;B60Q1/00;B64D47/02;H04N23/66;H04N23/60;G05D1/0094;G05D1/0022,Unknown,2018-08-22,20190014253,64.82223,Aviation
EXTERNAL CONTAINMENT APPARATUS FOR UNMANNED AERIAL VEHICLE,B64U10/25;B64D1/10;B64D1/22;B64C39/024,Unknown,2018-08-21,20200062399,68.33512,Aviation
METHOD AND DEVICE FOR DOCKING AN UNMANNED AERIAL VEHICLE WITH A MOVEABLE DOCKING STATION,B64F1/18;B64F1/32;B64U70/92;B64C39/024;B64F1/364;B64U80/25;B60L53/66;B60L53/36,Unknown,2018-08-21,20200290753,63.86469,Aviation
Method and system for controlling attitude of rotor unmanned aerial vehicle,G05D1/0669;B64C39/024;G05D1/0816,"Haoxiang Electric Energy (Kunshan) Co., Ltd.",2018-08-18,20190004541,68.31394,Aviation
HEAVY-LIFT UNMANNED AERIAL VEHICLE LANDING GEAR SYSTEM,B64C39/024;B64U60/50;B64C25/12;B64C25/22;B64C25/24;B64F5/50,Unknown,2018-08-17,20180370618,68.31394,Aviation
Method and system for landing an unmanned aerial vehicle,B64U70/93;B60P3/11;B64F1/364;B60W30/18009;B64C39/024;B64U80/25;G05D1/0684;G05D1/042,"Ford Global Technologies, LLC",2018-08-16,20190138028,70.43723,Aviation
"UNMANNED AERIAL VEHICLE CONTROL SYSTEM, UNMANNED AERIAL VEHICLE CONTROL METHOD, AND PROGRAM",G05D1/0016;G05D1/0033;B64D47/08;G05D1/0022;G05D1/1064;B64C39/024;B64D47/02,Unknown,2018-08-16,20200209894,66.233734,Aviation
UNMANNED AERIAL VEHICLE SYSTEM FOR INSPECTING RAILROAD ASSETS,B61L23/048;G08G5/0013;B64C39/024;B61L23/04;G08G5/0034;G08G5/0069;G05D1/0094;G06T7/001;B61L23/041;B61L23/044;B64U10/14;G08G5/0039;B61L23/047,Unknown,2018-08-14,20190054937,66.9209,Aviation
Incident Site Investigation and Management Support System Based on Unmanned Aerial Vehicles,H04N23/695;G08G5/0043;G08G5/0069;G08G5/0039;G06T19/20;G08G1/205;G06F21/30;H04N23/661;G08G5/045;G06F21/602;G06T7/0002;G06Q40/08;G08G1/091;G06T7/579;G06T17/20;G06T17/05;G09B5/065;G08G5/0026;G08G5/0034;G08G5/0086;H04N23/69;G08G5/0013;H04N23/66,Unknown,2018-08-13,20190051046,63.943336,Aviation
METHOD FOR SENDING UPLINK INTERFERENCE INDICATOR FROM NEIGHBOR CELLS TO UNMANNED AERIAL VEHICLES,H04W36/38;H04W24/10;H04B7/18504;H04W36/0085;H04W36/0072;H04W36/0061;H04W36/00837;H04W48/10;H04W36/08;H04W72/23;H04W36/20;H04W72/541;H04W36/0058,Unknown,2018-08-10,20200374889,64.01473,Aviation
SYSTEMS AND METHODS OF ADAPTIVE TRAFFIC OPTIMIZATION USING UNMANNED AERIAL VEHICLES,G08G5/0069;G06V20/13;G08G1/0145;G08G1/012;G08G1/08;G08G5/0013;G08G1/0133;G08G1/0116;B64C39/024;G06V20/17;G08G5/0026;G08G5/0078;G08G1/04;G08G1/0129;G08G5/006,Unknown,2018-08-09,20190051163,64.00772,Aviation
CONTROLLER FOR AN UNMANNED AERIAL VEHICLE,G05D1/0033;G05D1/0094;B64C39/024;G05D1/101;G06T7/70,Unknown,2018-08-07,20190064797,71.27971,Aviation
HANDOVER FOR UNMANNED AERIAL VEHICLES,G05D1/102;H04B7/18506;H04W64/006;H04W36/00837;H04W36/0094;H04W36/38;G05D1/0022;H04W36/0088,Unknown,2018-08-07,20190045406,70.05791,Aviation
ACTIVE DAMPING OF FLEXIBLE MODES FOR UNMANNED AERIAL VEHICLES,B64U40/20;G05D13/62;B64C27/57;B64D45/00;B64C27/001;B64D31/06;G05D1/0841;G05D1/0858;B64C39/024;G05D17/02,Unknown,2018-08-07,20200047901,65.92078,Aviation
METHOD AND SYSTEM FOR SUPPLYING POWER TO AN UNMANNED AERIAL VEHICLE,H02J7/32;B64U50/30;H02J50/001;H02J7/0029;B64D27/24;H02J7/345,Unknown,2018-08-06,20180354633,67.9621,Aviation
AN UNMANNED AERIAL VEHICLE,B64U50/19;B64C13/50;B64U30/26;B64U50/12;B64U40/10;B64F1/24;B64U30/297;B64U10/14;B64C3/40;B64F1/22;B64U30/12;B64D27/026;B64F1/32;B64C13/34;B64C25/52;B64C29/0033;B64C3/56;B64D27/02;B64U50/33;B64U50/14;B64U70/30;B64C39/024,Unknown,2018-08-02,20200239137,72.53426,Aviation
WEARABLE APPARATUS AND UNMANNED AERIAL VEHICLE SYSTEM,G02B27/0172;G02B27/01;G02B30/35;G02B27/0179;G02B27/0101;G02B7/12;G02B27/017,Unknown,2018-08-02,20180373040,66.74526,Aviation
"METHODS FOR ADJUSTING FLIGHT HEIGHT FOR UNMANNED AERIAL VEHICLE, METHODS FOR CONTROLLING FLIGHT OF UNMANNED AERIAL VEHICLE, AND COMPUTER DEVICES",B64C39/024;G08G5/003;G05D1/042;G05D1/0646;G05D1/106,Unknown,2018-08-01,20210264796,62.942654,Aviation
Unmanned Aerial Vehicle Courier Service with Mobile Device Traffic Management Application and Identified User Landing Pads,G06Q10/08355;G08G5/0069;B64U70/95;G08G5/003;H04L61/5007;H04W4/029;G08G5/0056,Unknown,2018-07-31,20190057352,59.492844,Aviation
UNMANNED AERIAL VEHICLES,G08B13/19686;G06V20/52;B64C39/024;G06V20/176;H04N7/185;G06V20/17;H04N1/448;H04N7/18,Unknown,2018-07-30,20190035128,72.53426,Aviation
SYSTEMS AND METHODS FOR VALIDATING PRODUCTS TO BE DELIVERED BY UNMANNED AERIAL VEHICLES,B64U70/30;B64C39/024;G06Q10/0838,Unknown,2018-07-30,20190066047,63.666897,Aviation
UNMANNED AERIAL VEHICLE IMPACT MONITORING SYSTEM,B64D47/08;G07C5/0866;G07C5/008;B64D45/0051,Unknown,2018-07-29,20190039749,68.08818,Aviation
Unmanned Aerial Vehicles,B60S3/045;B60S3/06;B64U80/70;B64D1/16;B08B13/00;B60S3/04;B64C39/024,Unknown,2018-07-28,20190031343,74.89759,Aviation
UNMANNED AERIAL VEHICLE,B64C25/06;B64C39/024;B64C1/061;B64U10/14;B64D1/18;B64U20/75,Unknown,2018-07-27,20200156789,72.41116,Aviation
Data Processing Method and Apparatus for Unmanned Aerial Vehicle,H04L12/40;G05B19/054;G06F12/0669;G05D1/0808;H04L65/40;H04L67/12;B64C39/024;B64D41/00;H04L61/5038;G05B19/042,Unknown,2018-07-27,20200223546,67.12035,Aviation
AUTOROTATING UNMANNED AERIAL VEHICLE SURVEYING PLATFORM,B64U30/29;G01S17/42;G01S17/89;B64C39/024,Unknown,2018-07-26,20190031342,69.541176,Aviation
UNMANNED AERIAL VEHICLE AND MULTI-OCULAR IMAGING SYSTEM,H04N23/45;B64C25/52;H04N23/51;H04N23/90;H04N23/54;B64C39/024;H04N23/57;H04N7/185;B64U60/50;B64U20/87;B64D47/08;B64B1/00;H04N7/181;B64C25/12,Unknown,2018-07-26,20180352170,65.75226,Aviation
Unmanned Aerial Vehicle Search and Rescue System,B64U10/13;B64D1/22;B64U50/37;B64D47/04;B64C39/024;B64D47/08;B64U30/294;B63C9/01;B63C9/00;B63C9/22;B64F1/362,Unknown,2018-07-25,20200031437,68.764206,Aviation
Unmanned aerial vehicle (UAV) recovery system,B64U80/86;B64F1/027;F16F7/116;B64U10/13,"The United States of America, as Represented by the Secretary of the Navy",2018-07-25,10800547,65.8527,Aviation
UNMANNED AERIAL VEHICLE PEOPLE DETECTION AND EVACUATION SYSTEMS,B66B5/024;G06V20/176;B64C39/024;B64U10/13;G06Q90/205;B66B1/3461;B66B1/2408,Unknown,2018-07-25,20190325548,65.14637,Aviation
PROPULSION SYSTEM COMPRISING SEPARABLE PROPELLER AND UNMANNED AERIAL VEHICLE COMPRISING SAME,B64U30/29;B64C39/024;B64C11/04;B64C27/32,Unknown,2018-07-25,20200164973,61.919308,Aviation
METHOD AND SYSTEM FOR DETERMINING A GEOGRAPHICAL LOCATION OF AN UNMANNED AERIAL VEHICLE FLOWN IN PROXIMITY TO A POWER GRID,G01S5/14;G01S19/51;G01C21/04;B64U10/14;G01S5/0242;B64C39/024;G01C21/20;G05D1/0202;G01S5/10;G05D1/102,Unknown,2018-07-25,20190033467,59.726414,Aviation
RECONFIGURABLE UNMANNED AERIAL VEHICLES FOR SUBSURFACE SENSOR DEPLOYMENT,B64U70/90;B64U30/26;B64C39/024;B64U10/14,Unknown,2018-07-24,20200031466,67.12035,Aviation
RETICLE CONTROL AND NETWORK BASED OPERATION OF AN UNMANNED AERIAL VEHICLE,H04L67/146;G08G5/0078;B64C39/024;G05D1/0094;H04L67/1085;B64U80/30;G08G5/0069;G08G5/0013;H04L65/61;H04W4/70;G05D1/0022;H04N23/695;G08G5/045;G08G5/0086;G05D1/106;G05D1/1064;H04N23/661;H04L67/01;G05D1/0038;H04L67/1093;G05D1/101;H04W4/021;H04L67/1091;H04L65/65;G05D1/0016;G08G5/006,Cape Productions Inc.,2018-07-24,20180329413,65.928474,Aviation
LANDING PLATFORM FOR UNMANNED AERIAL VEHICLE,B64U80/80;B64C39/024;B64U80/25;B64F1/007;B64U70/92;B64U70/95;B64F1/20;B64U10/13;B64U80/30;B64F1/222;B64U60/00,Unknown,2018-07-23,20210300591,68.35544,Aviation
Unmanned aerial vehicle line and cable stringing system,B64D1/22;B64U10/14;B64C39/024;B64U30/20;B64C39/02;H02G1/02;H02G1/04,Unknown,2018-07-23,10985539,65.05873,Aviation
"AUTOMATIC RETURNING METHOD AND SYSTEM, AND UNMANNED AERIAL VEHICLE",G05D1/0088;G01C21/20;G01C21/08;G01C21/1654;B64C39/024;G05D1/102;G05D1/101,Unknown,2018-07-20,20180348765,65.57383,Aviation
IMPLEMENTING WIRELESS COMMUNICATION NETWORKS USING UNMANNED AERIAL VEHICLES,B64C39/024;H04W64/003;H04B7/18504;H04B7/18506;H04W72/541;H04W36/083;H04W84/22;H04W84/18;H04W92/02,Unknown,2018-07-17,20190044608,65.70639,Aviation
DELIVERY LANDING PADS FOR UNMANNED AERIAL VEHICLES (UAVs),B64D45/04;H02S40/38;G01G19/002;B64F1/007;G08G5/0069;B64F1/362;G08G5/0013;B64F1/02;G08G5/0026;G01G19/07;H02S20/26;G06Q10/0833;G08G5/025;G01G21/22,Unknown,2018-07-16,20200017237,68.58324,Aviation
UNMANNED AERIAL VEHICLE INCLUDING MOUNTING STRUCTURE FOR PROPELLER,B64U10/14;B64C11/02;B64C27/08;B64C11/04,Unknown,2018-07-13,20190039719,68.21084,Aviation
METHOD AND SYSTEM FOR EMULATING MODULAR AGNOSTIC CONTROL OF COMMERCIAL UNMANNED AERIAL VEHICLES (UAVS),G05D1/0022;G05D1/00;G05D1/0011;G05D1/0094;G05D1/0077;G05D1/0088;B64C39/024;G05D1/0808;G05B13/042,Unknown,2018-07-11,20180329417,61.4365,Aviation
HYBRID MULTI-ROTOR UNMANNED AERIAL VEHICLE WITH ADJUSTABLE WINGS,B64U10/20;B64U50/13;B64U10/14;B64C39/024;B64U30/14,Unknown,2018-07-10,20200223544,65.03757,Aviation
METHOD FOR SETTING FLIGHT ALTITUDE OF UNMANNED AERIAL VEHICLE AND UNMANNED AERIAL VEHICLE SYSTEM,G05D1/0088;G08G5/00;G05D1/0646;G01C21/26;B64C39/024;G05D1/101,"PRODRONE CO., LTD.",2018-07-09,20200033890,65.20602,Aviation
METHOD AND APPARATUS FOR SURFACE ATTACHMENT OF MODULAR UNMANNED AERIAL VEHICLE FOR INSPECTION,B64F3/02;B64U10/60;B64U30/299;B64C39/024;B64U50/30;B64U10/14;B64F3/00;B64C25/32;B64U70/30;B64U60/30;G05D1/0094;B64U20/40;B64C39/022,Avestec Technologies Inc.,2018-07-09,20200307786,64.68898,Aviation
Battery backup via unmanned aerial vehicles for failure recovery,B60L53/80;B64C39/024;B64C17/02,Unknown,2018-07-07,20180319497,67.01491,Aviation
UNMANNED AERIAL VEHICLE AND METHOD USING THE SAME,B64C27/08;B64U70/87;B64C27/52;B64U30/20;B64B1/02;B64C39/024;B64B1/64,Unknown,2018-07-04,20190016461,69.17638,Aviation
"ATOMIZING DISC, ATOMIZING DEVICE WITH ATOMIZING DISC, AND UNMANNED AERIAL VEHICLE",B64D1/18;B05B3/1014;B05B3/1021;B05B13/005,Unknown,2018-06-28,20200122833,62.800095,Aviation
METHOD AND SYSTEM FOR TRAINING UNMANNED AERIAL VEHICLE CONTROL MODEL BASED ON ARTIFICIAL INTELLIGENCE,G06N7/01;B64C39/024;G06N3/08;G05D1/0088;G05D1/101;G06N3/04;G06N3/006,"BEIJING BAIDU NETCOM SCIENCE AND TECHNOLOGY CO., LTD.",2018-06-27,20190004518,60.834442,Aviation
VERTICAL TAKE-OFF AND LANDING UNMANNED AERIAL VEHICLE,B64C25/32;B64C3/32;B64U10/20;B64C25/06;B64C29/02;B64C39/08;B64C39/024;B64C25/04;B64C11/46,Unknown,2018-06-26,20190389573,66.350945,Aviation
Extended Duration Regenerative Powered Unmanned Aerial Vehicle (UAV) Platform,G05D3/20;B64U50/19;G06Q50/40;G06Q10/047;F16B1/00;F16B2/06;G05D1/104;B64C39/024;B64U30/20;B64C37/02;G06Q10/083;B64U20/40;G06Q10/063,Unknown,2018-06-22,20190389575,65.03757,Aviation
UNMANNED AERIAL VEHICLE AND METHOD FOR OPERATING AN UNMANNED AERIAL VEHICLE,H01L23/34;H04N23/80;F28D15/0275;H01M10/659;G08G5/045;F28D20/021;H01M10/6552;G08G5/0069;H01M10/6562;G05D1/0055;G08G5/0013;B64D33/08;H01L23/467;H04N23/695;H01M10/635;F28D15/0266;H01M10/625;B64C39/024;H01M10/48;H01M10/613;H04N23/651;G05D1/0011;G08G5/0021;F28D15/06;G08G5/04,Unknown,2018-06-20,20190047699,68.465,Aviation
Unmanned aerial vehicle which fetches objects automatically and method thereof,G06Q30/0601;B64D1/22;B64C39/024;B64D1/00;B25J15/0028;G05D1/101;G05D1/0088;G05D1/0094,"Haoxiang Electric Energy (Kunshan) Co., Ltd.",2018-06-20,20180297703,63.666897,Aviation
BATTERY POD UNMANNED AERIAL VEHICLE,B64D5/00;B64D41/00;B64C39/024;B64D27/12;B64U30/293;B64D27/24,Unknown,2018-06-19,20190382112,70.74283,Aviation
SYSTEMS AND METHODS FOR CHARGING UNMANNED AERIAL VEHICLES ON A MOVING PLATFORM,B64C39/024;B64U70/93;G06V20/17;G08G5/0021;G08G5/0073;G06V10/245;G05D1/0684;G06V20/176;G08G5/025;G05D1/0088;B64U70/95;G05D1/0661;G08G5/0069,Unknown,2018-06-19,20180364740,64.8146,Aviation
SYSTEMS AND METHODS FOR PROVIDING EMERGENCY ALERTS AT EMERGENCY LANDING AREAS OF UNMANNED AERIAL VEHICLES,G08B21/02;G08B7/06;G08G5/0013;G08G5/0069;G08G5/045;G08G5/0056,Unknown,2018-06-19,20190014461,62.542892,Aviation
SYSTEMS AND METHODS FOR FACILITATING SAFE EMERGENCY LANDINGS OF UNMANNED AERIAL VEHICLES,G05D1/0055;G05D1/0676;G08G5/0013;B64C39/024;G08G5/025;G08G5/0056;G08G5/0069,Unknown,2018-06-18,20190009904,63.49718,Aviation
FUEL-ELECTRIC HYBRID MULTI-AXIS ROTOR-TYPE UNMANNED AERIAL VEHICLE,B64C27/10;B64U50/33;B64D27/02;B64U30/24;B64U50/11;B64U50/19;B64D37/04;B64C39/024;B64D41/00;B64C27/52,"HENAN PREDATOR FIREPROOFING TECHNOLOGY CO., LTD.",2018-06-15,20200385117,63.49718,Aviation
UNMANNED AERIAL VEHICLE (UAV) AND METHOD AND SYSTEM FOR HOLDING UMBRELLA USING UAV,B60K35/00;H04W4/40;A45B25/143;B64C39/024;G06T7/74;G05D1/0094;B60R16/0237;B64U10/13;G06F3/017;G05D1/106;A45B11/00;G05D1/0022;B64U80/25;H04W4/029;A45B19/10;G05D1/101;A45B23/00;G08C17/02,Unknown,2018-06-14,20200174477,62.029915,Aviation
BLADELESS UNMANNED AERIAL VEHICLE,B64C29/0075;B64C39/024,Unknown,2018-06-13,20190127065,69.975426,Aviation
CLAMPING APPARATUS AND UNMANNED AERIAL VEHICLE GIMBAL,B64C39/024;B64U20/87;F16M13/02;F16M11/041,Unknown,2018-06-11,20180292042,67.34909,Aviation
Loading Structure with Tether Guide for Unmanned Aerial Vehicle,B64U50/37;B64D1/22;B64U70/90;B64C39/024;B64U10/13,Unknown,2018-06-11,20190375504,65.95019,Aviation
UNMANNED AERIAL VEHICLE,B64U20/83;B64U50/30;B64C39/024;B60L50/66;B64D27/24,Unknown,2018-06-08,20180290749,70.98749,Aviation
UNMANNED AERIAL VEHICLE COMMUNICATION METHOD AND DEVICE AND UNMANNED AERIAL VEHICLE,G08G5/0069;H04W4/025;H04B1/04;H04B7/185;G01S19/41;G01S19/42;G08G5/0013;G01S19/14;G01S19/071;H04W4/021;G05D1/0022;H04B7/18506;H04W4/40;H04W4/023;G08G5/0021;B64C39/024,Unknown,2018-06-08,20200257003,66.00531,Aviation
SKY TREE AND SKY FOREST FOR UNMANNED AERIAL VEHICLES,B64F1/362;G08G5/0069;B64U70/90;B64F1/28;B64F1/222;B64F1/125;G08G5/003;G08G5/0043;G05D1/104;G05D1/0027;G05D1/0022;G08G5/0013,Unknown,2018-06-08,20180290763,65.57513,Aviation
UNMANNED AERIAL VEHICLE AND SUPERVISION METHOD AND MONITORING SYSTEM FOR FLIGHT STATE THEREOF,H04W4/40;G05D1/246;G01S3/02;G05D1/46;G05D1/10;H04W12/64;G08G5/0082;G05D1/101;G08G5/0069;G08G5/006;G08G5/0013;G05D1/106;H04W12/37,Unknown,2018-06-08,20180293901,61.867405,Aviation
TRANSFORMABLE UNMANNED AERIAL VEHICLE,B64C39/024,"Samsung Electronics Co., Ltd.",2018-06-07,20180354620,70.05791,Aviation
Launched Unmanned Aerial Vehicle,B64C39/024;F42B12/36;F42B12/56;B64D5/00;B60L50/64;B64D7/00;B64U50/30;B60L53/80;B64U20/50,Unknown,2018-06-06,20200115055,70.535934,Aviation
"UNMANNED AERIAL VEHICLE, UNMANNED AERIAL VEHICLE SYSTEM, AND BATTERY SYSTEM",B64C25/06;H02J7/0042;B64F1/22;B60L53/37;B64U50/38;H01F38/14;H04B5/24;H04B5/79;B64C39/024;H02J50/10;B64F1/362;H02J50/12;B60L53/126;B60L58/12;B60L53/36;B60L50/60;B60L53/122,Unknown,2018-06-06,20200079234,67.91588,Aviation
UNMANNED AERIAL VEHICLE WITH SYNCHRONIZED SENSOR NETWORK,B64C31/028;B64C13/50;B64C1/26;G05D1/0808;B64C23/072;B64C13/30;B64C3/52;B64C39/024,Unknown,2018-06-01,20200192404,68.07317,Aviation
UNMANNED AERIAL VEHICLE CONTROL METHOD AND APPARATUS,G01C21/22;G08G5/0069;G05D1/0016;B64C39/024;G08G5/0034;G08G5/0021;G05D1/0044;G06F3/04883;G06F3/04845;G08G5/0026,Unknown,2018-05-30,20180275647,67.53641,Aviation
UNMANNED AERIAL VEHICLE CONTROL METHOD AND APPARATUS,G01C21/22;G08G5/0069;G05D1/0016;B64C39/024;G08G5/0034;G08G5/0021;G05D1/0044;G06F3/04883;G06F3/04845;G08G5/0026,Unknown,2018-05-30,20180275647,67.46989,Aviation
"Photographing method and photographing device of unmanned aerial vehicle, unmanned aerial vehicle, and ground control device",H04N23/66;H04N23/667;H04N23/698;H04N23/60;G05D1/0094,"Haoxiang Electric Energy (Kunshan) Co., Ltd.",2018-05-27,20180278844,64.910736,Aviation
ANTENNA AND UNMANNED AERIAL VEHICLE,H01Q3/02;H01Q1/282;H01Q1/28;H01Q3/06,Unknown,2018-05-25,20190013578,71.13147,Aviation
ADJUSTABLE ANTENNA SYSTEM FOR UNMANNED AERIAL VEHICLE,H01Q1/28;H01Q19/12;H01Q3/24,"AT&amp;T Intellectual Property I, L.P.",2018-05-24,20190363429,70.43723,Aviation
METHOD AND APPARATUS FOR CONTROLLING UNMANNED AERIAL VEHICLE,G05D1/0055;G06T7/20;G05D1/042;B64C39/024;G05D1/0011,TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,2018-05-23,20180267532,68.185905,Aviation
MODULAR UNIVERSAL LIGHTWEIGHT BANNER DISPLAY SYSTEM FOR AN UNMANNED AERIAL VEHICLE AND METHOD OF USING SAME,G09F21/12;G09F17/00;B64D1/22;B64C39/024,Unknown,2018-05-23,20180342184,61.05588,Aviation
A SYSTEM FOR CONTROLLING UNMANNED AERIAL VEHICLES IN A FLIGHT FORMATION IN ORDER TO FILM A MOVING OBJECT USING SEVERAL CAMERAS,G05D1/0094;B64C39/024;B64D47/08;B64U20/87;G05D1/104;B64C37/02,Unknown,2018-05-23,20200201331,56.29501,Aviation
TARGET DETECTION METHOD AND UNMANNED AERIAL VEHICLE,G06T7/73;G06V10/75;G06T7/75;G06V10/462;G06F18/22;G06V20/13;G06F7/20;G06T7/246;G06V10/56,Unknown,2018-05-22,20190221002,68.58324,Aviation
"UNMANNED AERIAL VEHICLE CONTROL METHOD AND APPARATUS, BASE STATION AND UNMANNED AERIAL VEHICLE",G05D1/101;G08G5/0052;G08G5/0069;G08G5/0026;G05D1/0088;G05D1/0022;G08G5/0013;B64C39/024,"BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.",2018-05-22,20210191428,64.778984,Aviation
RADIO FREQUENCY TRANSMITTING AND RECEIVING DEVICES AND UNMANNED AERIAL VEHICLE SYSTEM,H04B1/0475;H04B1/16;H04B1/24;H04B15/00;H04B1/40;H04B7/18504,Unknown,2018-05-22,20210226656,63.73973,Aviation
METHOD AND DEVICE OF CONTROLLING UNMANNED AERIAL VEHICLE TO ACCESS NETWORK,H04W48/16;G05D1/0022;B64C39/024;H04B7/18506,"BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.",2018-05-17,20210211185,65.74718,Aviation
SYSTEM AND METHOD FOR INTERCEPTION AND COUNTERING UNMANNED AERIAL VEHICLES (UAVS),F41G7/30;G05D1/0038;F41H13/0006;B64C39/024;F41G9/002;G05D1/005;F41H11/02;F41G7/224;G05D1/12;G05D1/0094;G05D1/102,Unknown,2018-05-17,20180335779,62.59773,Aviation
"METHOD, APPARATUS AND SYSTEM OF MANAGING EXTERNAL DEVICES, MEMORY AND UNMANNED AERIAL VEHICLE",H04L67/75;H04L67/34;H04L67/125;G06F9/445;G06F13/128,Unknown,2018-05-17,20180267908,60.834442,Aviation
MUTUAL RECOGNITION METHOD BETWEEN UNMANNED AERIAL VEHICLE AND WIRELESS TERMINAL,G06V20/10;G05D1/101;H04N23/695;H04N7/183;G05D1/0016;G05D1/0094;B64D47/08;B64C39/024;H04N5/38;H04N23/661;G06V20/17,ARGOSDYNE CO. LTD.,2018-05-15,20210055746,66.01272,Aviation
"METHOD FOR DETERMINING TARGET THROUGH INTELLIGENT FOLLOWING OF UNMANNED AERIAL VEHICLE, UNMANNED AERIAL VEHICLE AND REMOTE CONTROL",G06V10/235;G05D1/12;G06V10/82;G06N3/045;G06N3/08;G06V30/194;G06F18/2415;B64C39/024;G05D1/0094;G06V20/13;G06N7/01,Unknown,2018-05-15,20190057244,64.53322,Aviation
UNMANNED AERIAL VEHICLE,B64C11/20;B64C27/72;B64C27/48;B64U50/19;B64C27/50;B64C27/52;B64C27/82;B64C39/024,Unknown,2018-05-11,20200122828,72.41116,Aviation
"SYSTEM, APPARATUS, AND METHOD FOR SMALL UNMANNED AERIAL VEHICLES (SUAVs) USED FOR THE SIMULATION OF IMPROVISED EXPLOSIVE DEVICES AND OTHER SUAV TRANSPORTED DEVICES",F42B8/14;F41F5/00;G09B9/003;F42B8/00,Unknown,2018-05-11,20180330631,56.27444,Aviation
METHODS OF OBTAINING AND SENDING PATH INFORMATION OF UNMANNED AERIAL VEHICLE,B64C39/024;H04B7/18506;H04W36/32;H04W8/24;H04W76/27,Unknown,2018-05-10,20210243665,65.74718,Aviation
Protective shell for a gimbal of an unmanned aerial vehicle,Unknown,"AUTEL ROBOTICS CO., LTD.",2018-05-09,D894815,68.26391,Aviation
UNMANNED AERIAL VEHICLE,B64C11/02;B64C39/024;B64U10/14;B64U50/23;B64U30/293;B64C27/48,Unknown,2018-04-27,20180319490,72.74685,Aviation
FLIGHT CONTROL DEVICE AND UNMANNED AERIAL VEHICLE HAVING THE SAME,H05K7/1427;H05K7/20863;B64C39/024;H05K7/2089;H05K5/03;H05K7/20145,Unknown,2018-04-27,20180244388,65.74718,Aviation
"A DEVICE, METHOD AND SYSTEM FOR AN UNMANNED AERIAL VEHICLE HEALTH CARE COMPANION",H04W4/024;G08G5/0021;A61B5/7465;A61B5/02055;G08G5/045;H04Q9/00;G08G5/0013;H04W4/44;G06F3/167;G08G5/0069;B64C39/024;A61B5/0002;A61B5/0024;G10L15/22;G05D1/102;G05D1/0016,SAINT ELIZABETH HEALTH CARE,2018-04-26,20200102074,61.565853,Aviation
MONITORING SIGNAL STRENGTH OF SIGNAL IDENTIFIED FROM UNMANNED AERIAL VEHICLE,B64C39/024;H04B17/318;H04W4/40;H04W60/06;H04W76/18;G08G5/0013;H04W36/305;H04B17/27;H04B17/382;H04W76/19;H04W24/08;H04W36/20,Unknown,2018-04-25,20190334641,64.625854,Aviation
"IMAGE BASED LOCALIZATION FOR UNMANNED AERIAL VEHICLES, AND ASSOCIATED SYSTEMS AND METHODS",H04N5/33;G08G5/0013;G05D1/101;G06V20/13;G01C21/3881;G08G5/0069;G08G5/0086;G06T7/74;H04N7/181;B64C39/024;G01C21/3852;B64D47/08;G08G5/0039,X Development LLC,2018-04-25,20190197292,63.063328,Aviation
"CONTROL METHOD FOR PHOTOGRAPHING USING UNMANNED AERIAL VEHICLE, PHOTOGRAPHING METHOD USING UNMANNED AERIAL VEHICLE, MOBILE TERMINAL, AND UNMANNED AERIAL VEHICLE",H04W76/14;H04N23/661;H04N23/62;G05D1/10;G06F3/04845;H04N23/695;G08C17/02;H04N23/63;H04N23/67;H04N23/662;H04N23/667;H04N23/69;G05D1/0016;G05D1/101;G06F3/0416;B64C39/024;G05D1/0011;G06F3/0488;G05D1/0094;G05D1/0022;G05D1/0038,Unknown,2018-04-20,20180241936,64.78117,Aviation
